,State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
11669,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Sweet Potato,Sweet Potato,FAQ,12/04/2024,40.0,60.0,50.0,152
11670,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,12/04/2024,200.0,300.0,250.0,87
11671,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Pumpkin,Other,FAQ,12/04/2024,40.0,60.0,50.0,84
11672,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,12/04/2024,60.0,80.0,70.0,81
11673,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana,Banana - Ripe,Medium,12/04/2024,40.0,60.0,50.0,19
11674,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cucumbar(Kheera),Cucumbar,FAQ,12/04/2024,40.0,60.0,50.0,159
12387,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,20/04/2024,40.0,60.0,50.0,81
12388,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana - Green,Banana - Green,FAQ,20/04/2024,15.0,30.0,20.0,90
12389,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Little gourd (Kundru),Little gourd (Kundru),FAQ,20/04/2024,60.0,80.0,70.0,302
12390,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Drumstick,Drumstick,FAQ,20/04/2024,100.0,150.0,120.0,168
12391,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Leafy Vegetable,Leafy Vegetables,FAQ,20/04/2024,15.0,30.0,20.0,171
12392,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cucumbar(Kheera),Cucumbar,FAQ,20/04/2024,30.0,60.0,45.0,159
12393,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,20/04/2024,40.0,60.0,50.0,35
12394,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana,Banana - Ripe,Medium,20/04/2024,20.0,40.0,30.0,19
12395,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,20/04/2024,200.0,300.0,250.0,27
12396,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,20/04/2024,30.0,50.0,40.0,85
12397,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Pumpkin,Other,FAQ,20/04/2024,40.0,60.0,50.0,84
12398,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coriander(Leaves),Coriander,FAQ,20/04/2024,150.0,200.0,180.0,43
12399,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Amaranthus,Amaranthus,FAQ,20/04/2024,20.0,40.0,30.0,86
12400,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Sweet Potato,Sweet Potato,FAQ,20/04/2024,40.0,60.0,50.0,152
12401,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,20/04/2024,200.0,300.0,250.0,87
12402,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,20/04/2024,40.0,60.0,50.0,82
12403,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,20/04/2024,20.0,40.0,30.0,89
13199,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana,Banana - Ripe,Medium,26/04/2024,20.0,40.0,30.0,19
13200,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,26/04/2024,40.0,60.0,50.0,81
13201,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Amaranthus,Amaranthus,FAQ,26/04/2024,30.0,50.0,40.0,86
13202,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Pumpkin,Other,FAQ,26/04/2024,40.0,60.0,50.0,84
13203,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana - Green,Banana - Green,FAQ,26/04/2024,20.0,30.0,25.0,90
13204,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,26/04/2024,200.0,300.0,250.0,87
13205,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Little gourd (Kundru),Little gourd (Kundru),FAQ,26/04/2024,40.0,80.0,60.0,302
13206,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Drumstick,Drumstick,FAQ,26/04/2024,100.0,150.0,125.0,168
13207,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cucumbar(Kheera),Cucumbar,FAQ,26/04/2024,40.0,80.0,60.0,159
13208,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coriander(Leaves),Coriander,FAQ,26/04/2024,100.0,200.0,150.0,43
13209,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Papaya (Raw),Other,FAQ,26/04/2024,20.0,40.0,30.0,313
13210,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,26/04/2024,30.0,50.0,40.0,89
13211,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,26/04/2024,30.0,50.0,40.0,82
13212,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,26/04/2024,40.0,60.0,50.0,85
13213,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,26/04/2024,200.0,300.0,250.0,27
13214,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coconut,Coconut,FAQ,26/04/2024,5.0,15.0,10.0,138
13215,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,26/04/2024,40.0,60.0,50.0,35
14119,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Papaya,Papaya,Medium,03/05/2024,20.0,40.0,30.0,72
14120,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,03/05/2024,200.0,300.0,250.0,27
14121,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Little gourd (Kundru),Little gourd (Kundru),FAQ,03/05/2024,80.0,120.0,100.0,302
14122,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Lemon,Lemon,FAQ,03/05/2024,15.0,20.0,18.0,310
14123,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Sweet Potato,Sweet Potato,FAQ,03/05/2024,40.0,60.0,50.0,152
14124,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,03/05/2024,40.0,80.0,60.0,82
14125,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Amaranthus,Amaranthus,FAQ,03/05/2024,30.0,50.0,40.0,86
14126,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Leafy Vegetable,Leafy Vegetables,FAQ,03/05/2024,20.0,40.0,30.0,171
14127,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,03/05/2024,40.0,60.0,50.0,89
14128,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coriander(Leaves),Coriander,FAQ,03/05/2024,150.0,250.0,200.0,43
14129,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,03/05/2024,200.0,400.0,300.0,87
14130,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana - Green,Banana - Green,FAQ,03/05/2024,20.0,40.0,30.0,90
14131,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Drumstick,Drumstick,FAQ,03/05/2024,60.0,100.0,80.0,168
14132,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cucumbar(Kheera),Cucumbar,FAQ,03/05/2024,40.0,80.0,60.0,159
14133,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Pumpkin,Other,FAQ,03/05/2024,40.0,60.0,50.0,84
14134,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,03/05/2024,40.0,60.0,50.0,35
14135,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,03/05/2024,40.0,80.0,60.0,81
14136,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana,Banana - Ripe,Medium,03/05/2024,20.0,40.0,30.0,19
14137,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,03/05/2024,40.0,80.0,60.0,85
15077,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana,Banana - Ripe,Medium,10/05/2024,30.0,60.0,45.0,19
15078,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cucumbar(Kheera),Cucumbar,FAQ,10/05/2024,30.0,60.0,45.0,159
15079,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Sweet Potato,Sweet Potato,FAQ,10/05/2024,30.0,60.0,45.0,152
15080,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Papaya (Raw),Other,FAQ,10/05/2024,20.0,40.0,30.0,313
15081,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Little gourd (Kundru),Little gourd (Kundru),FAQ,10/05/2024,40.0,80.0,60.0,302
15082,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,10/05/2024,30.0,50.0,40.0,35
15083,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Amaranthus,Amaranthus,FAQ,10/05/2024,30.0,50.0,40.0,86
15084,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,10/05/2024,40.0,80.0,60.0,81
15085,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,10/05/2024,200.0,300.0,250.0,87
15086,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,10/05/2024,200.0,300.0,250.0,27
15087,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Leafy Vegetable,Leafy Vegetables,FAQ,10/05/2024,20.0,40.0,30.0,171
15088,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coriander(Leaves),Coriander,FAQ,10/05/2024,200.0,300.0,250.0,43
15089,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,10/05/2024,30.0,60.0,45.0,85
15090,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Drumstick,Drumstick,FAQ,10/05/2024,40.0,80.0,60.0,168
15091,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana - Green,Banana - Green,FAQ,10/05/2024,20.0,40.0,30.0,90
15092,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,10/05/2024,30.0,50.0,40.0,82
15093,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Lemon,Lemon,FAQ,10/05/2024,15.0,20.0,18.0,310
15094,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,10/05/2024,30.0,50.0,40.0,89
15095,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Pumpkin,Other,FAQ,10/05/2024,40.0,60.0,50.0,84
17402,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Snakeguard,Other,FAQ,28/05/2024,2000.0,4000.0,2500.0,156
17403,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Sweet Potato,Other,FAQ,28/05/2024,6000.0,8000.0,7000.0,152
17404,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Leafy Vegetable,Leafy Vegetables,FAQ,28/05/2024,2000.0,4000.0,3500.0,171
17405,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cabbage,Other,FAQ,28/05/2024,6000.0,8000.0,7000.0,154
17406,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Colacasia,Other,FAQ,28/05/2024,4000.0,6000.0,5000.0,318
17407,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bitter gourd,Other,FAQ,28/05/2024,6000.0,8000.0,6500.0,81
17408,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Ashgourd,Other,FAQ,28/05/2024,3000.0,5000.0,4000.0,83
17409,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bhindi(Ladies Finger),Other,FAQ,28/05/2024,6000.0,8000.0,6500.0,85
17410,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Ridgeguard(Tori),Other,FAQ,28/05/2024,2000.0,4000.0,2500.0,160
17411,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bottle gourd,Other,FAQ,28/05/2024,3000.0,4000.0,3500.0,82
17412,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Pumpkin,Other,FAQ,28/05/2024,5000.0,7000.0,6000.0,84
17413,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Raddish,Other,FAQ,28/05/2024,3000.0,4000.0,3500.0,161
17414,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cucumbar(Kheera),Other,FAQ,28/05/2024,5000.0,6000.0,5500.0,159
17415,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Capsicum,Capsicum,FAQ,28/05/2024,5000.0,10000.0,6000.0,164
17416,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Lemon,Other,FAQ,28/05/2024,1.5,2.0,1.6,310
17417,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Green Chilli,Other,FAQ,28/05/2024,25000.0,30000.0,26500.0,87
17418,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Amaranthus,Other,FAQ,28/05/2024,3000.0,4000.0,3500.0,86
17419,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Brinjal,Other,FAQ,28/05/2024,7000.0,8000.0,7500.0,35
17551,Andaman and Nicobar,South Andaman,Port Blair,Bottle gourd,Other,FAQ,29/05/2024,4000.0,8000.0,6000.0,82
17552,Andaman and Nicobar,South Andaman,Port Blair,Green Chilli,Other,FAQ,29/05/2024,20000.0,40000.0,30000.0,87
17553,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,29/05/2024,60.0,100.0,80.0,85
17554,Andaman and Nicobar,South Andaman,Port Blair,Pointed gourd (Parval),Other,FAQ,29/05/2024,8000.0,12000.0,10000.0,303
17555,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Pumpkin,Other,FAQ,29/05/2024,40.0,60.0,50.0,84
17556,Andaman and Nicobar,South Andaman,Port Blair,Tapioca,Other,FAQ,29/05/2024,4000.0,8000.0,6000.0,100
17557,Andaman and Nicobar,South Andaman,Port Blair,Cucumbar(Kheera),Other,FAQ,29/05/2024,4000.0,8000.0,6000.0,159
17558,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,29/05/2024,200.0,300.0,250.0,27
17559,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana,Banana - Ripe,Medium,29/05/2024,40.0,60.0,50.0,19
17560,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,29/05/2024,40.0,60.0,50.0,82
17561,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana - Green,Banana - Green,FAQ,29/05/2024,20.0,40.0,30.0,90
17562,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,29/05/2024,50.0,80.0,60.0,89
17563,Andaman and Nicobar,South Andaman,Port Blair,Little gourd (Kundru),Other,FAQ,29/05/2024,4000.0,8000.0,6000.0,302
17564,Andaman and Nicobar,South Andaman,Port Blair,Bitter gourd,Other,FAQ,29/05/2024,8000.0,12000.0,10000.0,81
17565,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Amaranthus,Amaranthus,FAQ,29/05/2024,40.0,60.0,50.0,86
17566,Andaman and Nicobar,South Andaman,Port Blair,Colacasia,Other,FAQ,29/05/2024,4000.0,8000.0,6000.0,318
17567,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coconut,Coconut,FAQ,29/05/2024,5.0,15.0,10.0,138
17568,Andaman and Nicobar,South Andaman,Port Blair,Sweet Potato,Other,FAQ,29/05/2024,4000.0,8000.0,6000.0,152
17569,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coriander(Leaves),Coriander,FAQ,29/05/2024,100.0,150.0,130.0,43
17570,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,29/05/2024,40.0,60.0,50.0,35
17571,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cucumbar(Kheera),Cucumbar,FAQ,29/05/2024,40.0,60.0,50.0,159
17572,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Drumstick,Drumstick,FAQ,29/05/2024,100.0,150.0,120.0,168
17573,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,29/05/2024,200.0,300.0,250.0,87
17574,Andaman and Nicobar,South Andaman,Port Blair,Ridgeguard(Tori),Other,FAQ,29/05/2024,3000.0,6000.0,4000.0,160
17575,Andaman and Nicobar,South Andaman,Port Blair,Brinjal,Other,FAQ,29/05/2024,8000.0,14000.0,10000.0,35
17576,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,29/05/2024,60.0,80.0,70.0,81
17577,Andaman and Nicobar,South Andaman,Port Blair,Snakeguard,Other,FAQ,29/05/2024,3000.0,6000.0,4000.0,156
18835,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coconut,Coconut,FAQ,08/06/2024,5.0,15.0,10.0,138
18836,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,08/06/2024,50.0,80.0,70.0,81
18837,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,08/06/2024,50.0,70.0,60.0,82
18838,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana,Banana - Ripe,Medium,08/06/2024,20.0,40.0,30.0,19
18839,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,08/06/2024,200.0,300.0,250.0,87
18840,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Tomato,Tomato,FAQ,08/06/2024,30.0,50.0,40.0,78
18841,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,08/06/2024,40.0,80.0,60.0,89
18842,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,08/06/2024,80.0,120.0,100.0,35
18843,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,08/06/2024,50.0,80.0,60.0,85
18844,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,08/06/2024,200.0,300.0,250.0,27
20591,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,26/06/2024,60.0,100.0,80.0,85
20592,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana,Banana - Ripe,Medium,26/06/2024,20.0,50.0,40.0,19
20593,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,26/06/2024,250.0,400.0,300.0,87
20594,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Tomato,Tomato,FAQ,26/06/2024,40.0,80.0,60.0,78
20595,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Amaranthus,Amaranthus,FAQ,26/06/2024,30.0,60.0,40.0,86
20596,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,26/06/2024,60.0,100.0,80.0,82
20597,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,26/06/2024,60.0,100.0,80.0,81
20598,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,26/06/2024,60.0,100.0,80.0,89
20599,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,26/06/2024,250.0,400.0,300.0,27
20600,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coconut,Coconut,FAQ,26/06/2024,10.0,30.0,20.0,138
20601,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,26/06/2024,80.0,140.0,100.0,35
20696,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,27/06/2024,80.0,140.0,100.0,35
20697,Andaman and Nicobar,South Andaman,Port Blair,French Beans (Frasbean),Other,FAQ,27/06/2024,15000.0,20000.0,18000.0,298
20698,Andaman and Nicobar,South Andaman,Port Blair,Little gourd (Kundru),Other,FAQ,27/06/2024,10000.0,15000.0,12000.0,302
20699,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana,Banana - Ripe,Medium,27/06/2024,20.0,60.0,40.0,19
20700,Andaman and Nicobar,South Andaman,Port Blair,Tapioca,Other,FAQ,27/06/2024,6000.0,10000.0,8000.0,100
20701,Andaman and Nicobar,South Andaman,Port Blair,Ginger(Green),Other,FAQ,27/06/2024,20000.0,40000.0,30000.0,103
20702,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Amaranthus,Amaranthus,FAQ,27/06/2024,30.0,100.0,40.0,86
20703,Andaman and Nicobar,South Andaman,Port Blair,Ridgeguard(Tori),Other,FAQ,27/06/2024,6000.0,10000.0,8000.0,160
20704,Andaman and Nicobar,South Andaman,Port Blair,Pointed gourd (Parval),Other,FAQ,27/06/2024,15000.0,20000.0,18000.0,303
20705,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,27/06/2024,60.0,100.0,80.0,82
20706,Andaman and Nicobar,South Andaman,Port Blair,Bottle gourd,Other,FAQ,27/06/2024,10000.0,14000.0,12000.0,82
20707,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Tomato,Tomato,FAQ,27/06/2024,40.0,80.0,60.0,78
20708,Andaman and Nicobar,South Andaman,Port Blair,Sweet Potato,Other,FAQ,27/06/2024,6000.0,10000.0,8000.0,152
20709,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,27/06/2024,60.0,100.0,80.0,81
20710,Andaman and Nicobar,South Andaman,Port Blair,Bitter gourd,Other,FAQ,27/06/2024,15000.0,20000.0,18000.0,81
20711,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,27/06/2024,60.0,100.0,80.0,89
20712,Andaman and Nicobar,South Andaman,Port Blair,Green Chilli,Other,FAQ,27/06/2024,20000.0,40000.0,30000.0,87
20713,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,27/06/2024,250.0,400.0,300.0,27
20714,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,27/06/2024,80.0,140.0,100.0,85
20715,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coconut,Coconut,FAQ,27/06/2024,10.0,30.0,20.0,138
20716,Andaman and Nicobar,South Andaman,Port Blair,Cucumbar(Kheera),Other,FAQ,27/06/2024,4000.0,8000.0,6000.0,159
20717,Andaman and Nicobar,South Andaman,Port Blair,Brinjal,Other,FAQ,27/06/2024,15000.0,20000.0,18000.0,35
20718,Andaman and Nicobar,South Andaman,Port Blair,Snakeguard,Other,FAQ,27/06/2024,6000.0,10000.0,8000.0,156
20719,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,27/06/2024,250.0,400.0,300.0,87
20720,Andaman and Nicobar,South Andaman,Port Blair,Raddish,Other,FAQ,27/06/2024,6000.0,10000.0,8000.0,161
20721,Andaman and Nicobar,South Andaman,Port Blair,Colacasia,Other,FAQ,27/06/2024,6000.0,10000.0,8000.0,318
20896,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,29/06/2024,60.0,120.0,80.0,82
20897,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Amaranthus,Amaranthus,FAQ,29/06/2024,40.0,60.0,50.0,86
20898,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,29/06/2024,250.0,400.0,300.0,87
20899,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,29/06/2024,80.0,140.0,100.0,35
20900,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coconut,Coconut,FAQ,29/06/2024,20.0,50.0,30.0,138
20901,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,29/06/2024,60.0,100.0,80.0,81
20902,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,29/06/2024,60.0,140.0,80.0,89
20903,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,29/06/2024,60.0,100.0,80.0,85
20904,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana,Banana - Ripe,Medium,29/06/2024,30.0,60.0,40.0,19
20905,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,29/06/2024,250.0,400.0,300.0,27
20906,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Tomato,Tomato,FAQ,29/06/2024,40.0,160.0,80.0,78
21190,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Colacasia,Other,FAQ,02/07/2024,8000.0,10000.0,9000.0,318
21191,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cucumbar(Kheera),Other,FAQ,02/07/2024,8000.0,12000.0,10000.0,159
21192,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Tapioca,Other,FAQ,02/07/2024,7000.0,10000.0,8000.0,100
21193,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Pointed gourd (Parval),Other,FAQ,02/07/2024,10000.0,14000.0,12000.0,303
21194,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Jack Fruit,Other,Medium,02/07/2024,2000.0,4000.0,3000.0,182
21195,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Green Chilli,Other,FAQ,02/07/2024,32000.0,40000.0,38000.0,87
21196,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bhindi(Ladies Finger),Other,FAQ,02/07/2024,15000.0,18000.0,16500.0,85
21197,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bottle gourd,Other,FAQ,02/07/2024,10000.0,12000.0,11000.0,82
21198,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Papaya (Raw),Other,FAQ,02/07/2024,5000.0,8000.0,6000.0,313
21199,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Brinjal,Other,FAQ,02/07/2024,15000.0,18000.0,17000.0,35
21200,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Ridgeguard(Tori),Other,FAQ,02/07/2024,7000.0,10000.0,9000.0,160
21201,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Banana,Banana - Ripe,Medium,02/07/2024,7000.0,10000.0,8500.0,19
