,State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
8010,Andaman and Nicobar,South Andaman,Port Blair,Bitter gourd,Other,FAQ,08/03/2024,8000.0,12000.0,10000.0,81
8011,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Papaya (Raw),Other,FAQ,08/03/2024,25.0,45.0,35.0,313
8012,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Raddish,Raddish,FAQ,08/03/2024,40.0,80.0,60.0,161
8013,Andaman and Nicobar,South Andaman,Port Blair,Cucumbar(Kheera),Other,FAQ,08/03/2024,4000.0,8000.0,6000.0,159
8014,Andaman and Nicobar,South Andaman,Port Blair,French Beans (Frasbean),Other,FAQ,08/03/2024,8000.0,14000.0,10000.0,298
8015,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,08/03/2024,40.0,80.0,60.0,81
8016,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,08/03/2024,25.0,50.0,35.0,89
8017,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,08/03/2024,200.0,400.0,300.0,87
8018,Andaman and Nicobar,South Andaman,Port Blair,Green Chilli,Other,FAQ,08/03/2024,20000.0,40000.0,30000.0,87
8019,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,08/03/2024,40.0,80.0,60.0,82
8020,Andaman and Nicobar,South Andaman,Port Blair,Bottle gourd,Other,FAQ,08/03/2024,4000.0,7000.0,5000.0,82
8021,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coriander(Leaves),Coriander,FAQ,08/03/2024,150.0,200.0,175.0,43
8022,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana - Green,Banana - Green,FAQ,08/03/2024,20.0,40.0,30.0,90
8023,Andaman and Nicobar,South Andaman,Port Blair,Ridgeguard(Tori),Other,FAQ,08/03/2024,4000.0,7000.0,5000.0,160
8024,Andaman and Nicobar,South Andaman,Port Blair,Pointed gourd (Parval),Other,FAQ,08/03/2024,8000.0,12000.0,10000.0,303
8025,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Little gourd (Kundru),Little gourd (Kundru),FAQ,08/03/2024,100.0,140.0,120.0,302
8026,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cucumbar(Kheera),Cucumbar,FAQ,08/03/2024,40.0,80.0,60.0,159
8027,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Drumstick,Drumstick,FAQ,08/03/2024,100.0,150.0,125.0,168
8174,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Green Chilli,Other,FAQ,09/03/2024,15000.0,20000.0,17000.0,87
8175,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Raddish,Other,FAQ,09/03/2024,3000.0,4000.0,3500.0,161
8176,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Ridgeguard(Tori),Other,FAQ,09/03/2024,4000.0,6000.0,5000.0,160
8177,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Coconut,Coconut,FAQ,09/03/2024,1200.0,2000.0,1500.0,138
8178,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bitter gourd,Other,FAQ,09/03/2024,4000.0,6000.0,4500.0,81
8179,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Amaranthus,Other,FAQ,09/03/2024,2000.0,3000.0,2500.0,86
8180,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cowpea(Veg),Cowpea (Veg),FAQ,09/03/2024,2500.0,6000.0,3500.0,89
8181,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bottle gourd,Other,FAQ,09/03/2024,4000.0,6000.0,5000.0,82
8182,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Brinjal,Other,FAQ,09/03/2024,4000.0,6000.0,4500.0,35
8183,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Pointed gourd (Parval),Other,FAQ,09/03/2024,10000.0,14000.0,12000.0,303
8184,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cabbage,Other,FAQ,09/03/2024,4000.0,6000.0,5000.0,154
8185,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Little gourd (Kundru),Other,FAQ,09/03/2024,6000.0,8000.0,6500.0,302
8186,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Onion,Other,FAQ,09/03/2024,2000.0,5000.0,3000.0,23
8187,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Papaya (Raw),Other,FAQ,09/03/2024,1500.0,2000.0,1800.0,313
8188,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Lemon,Other,FAQ,09/03/2024,1.0,1.5,1.2,310
8189,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cucumbar(Kheera),Other,FAQ,09/03/2024,4000.0,6000.0,4500.0,159
8190,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cauliflower,Other,FAQ,09/03/2024,6000.0,10000.0,8000.0,34
8191,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Banana,Banana - Ripe,Medium,09/03/2024,3000.0,4000.0,3500.0,19
8192,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Potato,Other,FAQ,09/03/2024,3000.0,5000.0,3500.0,24
8193,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bhindi(Ladies Finger),Other,FAQ,09/03/2024,6000.0,8000.0,6500.0,85
8194,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Banana - Green,Other,FAQ,09/03/2024,3000.0,4000.0,3500.0,90
8195,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Pumpkin,Other,FAQ,09/03/2024,3000.0,4000.0,3500.0,84
8196,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Tomato,Other,FAQ,09/03/2024,5000.0,8000.0,6000.0,78
8197,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Ginger(Green),Other,FAQ,09/03/2024,20000.0,30000.0,25000.0,103
8198,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Beetroot,Other,FAQ,09/03/2024,8000.0,12000.0,10000.0,157
8199,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Snakeguard,Other,FAQ,09/03/2024,3000.0,4000.0,3500.0,156
8200,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Drumstick,Other,FAQ,09/03/2024,16000.0,20000.0,18000.0,168
8834,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,15/03/2024,40.0,80.0,60.0,35
8835,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Papaya (Raw),Other,FAQ,15/03/2024,30.0,50.0,40.0,313
8836,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Pumpkin,Other,FAQ,15/03/2024,50.0,80.0,65.0,84
8837,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Tomato,Tomato,FAQ,15/03/2024,40.0,80.0,60.0,78
8838,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Amaranthus,Amaranthus,FAQ,15/03/2024,30.0,50.0,40.0,86
8839,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,15/03/2024,200.0,300.0,250.0,27
8840,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Lemon,Lemon,FAQ,15/03/2024,10.0,15.0,13.0,310
8841,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Drumstick,Drumstick,FAQ,15/03/2024,80.0,120.0,100.0,168
8842,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Little gourd (Kundru),Little gourd (Kundru),FAQ,15/03/2024,60.0,100.0,80.0,302
8843,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Raddish,Raddish,FAQ,15/03/2024,30.0,60.0,40.0,161
8844,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cucumbar(Kheera),Cucumbar,FAQ,15/03/2024,40.0,60.0,50.0,159
8845,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,15/03/2024,40.0,80.0,60.0,81
8846,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,15/03/2024,300.0,400.0,350.0,87
8847,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana - Green,Banana - Green,FAQ,15/03/2024,25.0,45.0,35.0,90
8848,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coriander(Leaves),Coriander,FAQ,15/03/2024,150.0,250.0,200.0,43
8849,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,15/03/2024,40.0,80.0,60.0,82
8850,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,15/03/2024,40.0,80.0,60.0,85
8851,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,15/03/2024,40.0,60.0,50.0,89
8852,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Leafy Vegetable,Leafy Vegetables,FAQ,15/03/2024,20.0,40.0,30.0,171
8853,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,French Beans (Frasbean),French Beans (Frasbean),FAQ,15/03/2024,60.0,100.0,80.0,298
9998,Andaman and Nicobar,South Andaman,Port Blair,Bitter gourd,Other,FAQ,26/03/2024,8000.0,12000.0,10000.0,81
9999,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Sweet Potato,Other,FAQ,26/03/2024,8000.0,10000.0,9000.0,152
10000,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Snakeguard,Other,FAQ,26/03/2024,4000.0,6000.0,5000.0,156
10001,Andaman and Nicobar,South Andaman,Port Blair,Snakeguard,Other,FAQ,26/03/2024,4000.0,8000.0,6000.0,156
10002,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Coconut,Coconut,FAQ,26/03/2024,1200.0,2000.0,1500.0,138
10003,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bottle gourd,Other,FAQ,26/03/2024,6000.0,7500.0,7000.0,82
10004,Andaman and Nicobar,South Andaman,Port Blair,Brinjal,Other,FAQ,26/03/2024,8000.0,14000.0,10000.0,35
10005,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Capsicum,Capsicum,FAQ,26/03/2024,9000.0,12000.0,11000.0,164
10006,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Leafy Vegetable,Leafy Vegetables,FAQ,26/03/2024,3000.0,5000.0,4000.0,171
10007,Andaman and Nicobar,South Andaman,Port Blair,Little gourd (Kundru),Other,FAQ,26/03/2024,6000.0,10000.0,8000.0,302
10008,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Ginger(Green),Other,FAQ,26/03/2024,18000.0,20000.0,19000.0,103
10009,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Pumpkin,Other,FAQ,26/03/2024,5000.0,6000.0,5500.0,84
10010,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Carrot,Other,FAQ,26/03/2024,12000.0,16000.0,14000.0,153
10011,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Beetroot,Other,FAQ,26/03/2024,9000.0,11000.0,10000.0,157
10012,Andaman and Nicobar,South Andaman,Port Blair,Cucumbar(Kheera),Other,FAQ,26/03/2024,4000.0,8000.0,6000.0,159
10013,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana - Green,Banana - Green,FAQ,26/03/2024,20.0,40.0,30.0,90
10014,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cowpea(Veg),Cowpea (Veg),FAQ,26/03/2024,3500.0,4500.0,4000.0,89
10015,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Tomato,Other,FAQ,26/03/2024,6000.0,8000.0,7000.0,78
10016,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Brinjal,Other,FAQ,26/03/2024,8000.0,10000.0,9000.0,35
10017,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,26/03/2024,60.0,90.0,75.0,35
10018,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cauliflower,Other,FAQ,26/03/2024,7000.0,9000.0,8000.0,34
10019,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Potato,Other,FAQ,26/03/2024,5000.0,7000.0,6000.0,24
10020,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Spinach,Spinach,FAQ,26/03/2024,5000.0,7000.0,6000.0,342
10021,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cabbage,Other,FAQ,26/03/2024,7000.0,9000.0,8000.0,154
10022,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Drumstick,Drumstick,FAQ,26/03/2024,80.0,120.0,100.0,168
10023,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Amaranthus,Other,FAQ,26/03/2024,3000.0,4000.0,3500.0,86
10024,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Amaranthus,Amaranthus,FAQ,26/03/2024,25.0,45.0,35.0,86
10025,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bhindi(Ladies Finger),Other,FAQ,26/03/2024,5000.0,6000.0,5500.0,85
10026,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,26/03/2024,60.0,80.0,70.0,85
10027,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,26/03/2024,40.0,80.0,60.0,89
10028,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Ashgourd,Other,FAQ,26/03/2024,6000.0,7000.0,6500.0,83
10029,Andaman and Nicobar,South Andaman,Port Blair,Bottle gourd,Other,FAQ,26/03/2024,4000.0,8000.0,6000.0,82
10030,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,French Beans (Frasbean),French Beans (Frasbean),FAQ,26/03/2024,80.0,120.0,100.0,298
10031,Andaman and Nicobar,South Andaman,Port Blair,French Beans (Frasbean),Other,FAQ,26/03/2024,8000.0,14000.0,10000.0,298
10032,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Little gourd (Kundru),Little gourd (Kundru),FAQ,26/03/2024,80.0,100.0,90.0,302
10033,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Yam (Ratalu),Other,FAQ,26/03/2024,6000.0,8000.0,7000.0,297
10034,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Raddish,Other,FAQ,26/03/2024,4000.0,5000.0,4500.0,161
10035,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,26/03/2024,70.0,100.0,85.0,81
10036,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Water Melon,Other,Medium,26/03/2024,10000.0,13000.0,12000.0,73
10037,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Pumpkin,Other,FAQ,26/03/2024,40.0,80.0,60.0,84
10038,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,26/03/2024,60.0,100.0,80.0,82
10039,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Banana - Green,Other,FAQ,26/03/2024,4000.0,5000.0,4500.0,90
10040,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Tapioca,Other,FAQ,26/03/2024,6000.0,8000.0,7000.0,100
10041,Andaman and Nicobar,South Andaman,Port Blair,Tapioca,Other,FAQ,26/03/2024,4000.0,8000.0,6000.0,100
10042,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Green Chilli,Other,FAQ,26/03/2024,18000.0,21000.0,20000.0,87
10043,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,26/03/2024,200.0,300.0,250.0,87
10044,Andaman and Nicobar,South Andaman,Port Blair,Green Chilli,Other,FAQ,26/03/2024,20000.0,40000.0,30000.0,87
10045,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coriander(Leaves),Coriander,FAQ,26/03/2024,100.0,200.0,150.0,43
10046,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bitter gourd,Other,FAQ,26/03/2024,9000.0,11000.0,10000.0,81
10047,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,26/03/2024,150.0,250.0,200.0,27
10048,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Leafy Vegetable,Leafy Vegetables,FAQ,26/03/2024,20.0,40.0,30.0,171
10049,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Ridgeguard(Tori),Other,FAQ,26/03/2024,4000.0,6000.0,5000.0,160
10050,Andaman and Nicobar,South Andaman,Port Blair,Ridgeguard(Tori),Other,FAQ,26/03/2024,4000.0,8000.0,6000.0,160
10051,Andaman and Nicobar,South Andaman,Port Blair,Sweet Potato,Other,FAQ,26/03/2024,4000.0,8000.0,6000.0,152
10052,Andaman and Nicobar,South Andaman,Port Blair,Pointed gourd (Parval),Other,FAQ,26/03/2024,8000.0,12000.0,10000.0,303
10053,Andaman and Nicobar,North and Middle Andaman ,Diglipur,French Beans (Frasbean),Other,FAQ,26/03/2024,9000.0,11000.0,10000.0,298
10054,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cucumbar(Kheera),Other,FAQ,26/03/2024,4000.0,6000.0,5000.0,159
10055,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cucumbar(Kheera),Cucumbar,FAQ,26/03/2024,40.0,80.0,60.0,159
10056,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Drumstick,Other,FAQ,26/03/2024,15000.0,20000.0,18000.0,168
10057,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Onion,Other,FAQ,26/03/2024,6000.0,7500.0,7000.0,23
10651,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana,Banana - Ripe,Medium,30/03/2024,30.0,50.0,40.0,19
10652,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Little gourd (Kundru),Little gourd (Kundru),FAQ,30/03/2024,80.0,100.0,90.0,302
10653,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Papaya (Raw),Other,FAQ,30/03/2024,30.0,50.0,40.0,313
10654,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Raddish,Raddish,FAQ,30/03/2024,30.0,50.0,40.0,161
10655,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,30/03/2024,40.0,80.0,60.0,82
10656,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Green Chilli,Green Chilly,FAQ,30/03/2024,200.0,300.0,250.0,87
10657,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,French Beans (Frasbean),French Beans (Frasbean),FAQ,30/03/2024,60.0,100.0,80.0,298
10658,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,30/03/2024,40.0,80.0,60.0,85
10659,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana - Green,Banana - Green,FAQ,30/03/2024,25.0,40.0,33.0,90
10660,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Leafy Vegetable,Leafy Vegetables,FAQ,30/03/2024,30.0,50.0,40.0,171
10661,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Lemon,Lemon,FAQ,30/03/2024,10.0,15.0,13.0,310
10662,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cucumbar(Kheera),Cucumbar,FAQ,30/03/2024,40.0,60.0,50.0,159
10663,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,30/03/2024,40.0,80.0,60.0,89
10664,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Pumpkin,Other,FAQ,30/03/2024,60.0,80.0,70.0,84
10665,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,30/03/2024,200.0,300.0,250.0,27
10666,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Brinjal,Arkasheela Mattigulla,FAQ,30/03/2024,40.0,80.0,60.0,35
10667,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Drumstick,Drumstick,FAQ,30/03/2024,80.0,120.0,100.0,168
10668,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Amaranthus,Amaranthus,FAQ,30/03/2024,30.0,50.0,40.0,86
10669,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coriander(Leaves),Coriander,FAQ,30/03/2024,100.0,200.0,150.0,43
10670,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bitter gourd,Bitter Gourd,FAQ,30/03/2024,60.0,100.0,80.0,81
11100,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Jack Fruit,Other,Medium,05/04/2024,2000.0,4000.0,3000.0,182
11101,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Pointed gourd (Parval),Other,FAQ,05/04/2024,5000.0,7000.0,6000.0,303
11102,Andaman and Nicobar,North and Middle Andaman ,Diglipur,French Beans (Frasbean),Other,FAQ,05/04/2024,5000.0,7000.0,6000.0,298
11103,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cowpea(Veg),Cowpea (Veg),FAQ,05/04/2024,3000.0,5000.0,4000.0,89
11104,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Onion,Other,FAQ,05/04/2024,5000.0,7000.0,6000.0,23
11105,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Knool Khol,Other,FAQ,05/04/2024,4000.0,6000.0,5000.0,177
11106,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Raddish,Other,FAQ,05/04/2024,3000.0,5000.0,4000.0,161
11107,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cauliflower,Other,FAQ,05/04/2024,4000.0,6000.0,5000.0,34
11108,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Banana - Green,Other,FAQ,05/04/2024,3000.0,4000.0,3500.0,90
11109,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Amaranthus,Other,FAQ,05/04/2024,3000.0,4500.0,4000.0,86
11110,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Potato,Other,FAQ,05/04/2024,6000.0,8000.0,7000.0,24
11111,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Tapioca,Other,FAQ,05/04/2024,5000.0,7000.0,6000.0,100
11112,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Ginger(Green),Other,FAQ,05/04/2024,15000.0,17000.0,16000.0,103
11113,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bottle gourd,Other,FAQ,05/04/2024,1000.0,3000.0,2000.0,82
11114,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Brinjal,Other,FAQ,05/04/2024,8000.0,10000.0,9000.0,35
11115,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Ridgeguard(Tori),Other,FAQ,05/04/2024,3000.0,5000.0,4000.0,160
11116,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Yam (Ratalu),Other,FAQ,05/04/2024,6000.0,8000.0,7000.0,297
11117,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Capsicum,Capsicum,FAQ,05/04/2024,6000.0,10000.0,8000.0,164
11118,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Leafy Vegetable,Leafy Vegetables,FAQ,05/04/2024,3000.0,5000.0,4000.0,171
11119,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Carrot,Other,FAQ,05/04/2024,9000.0,11000.0,10000.0,153
11120,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Beetroot,Other,FAQ,05/04/2024,5000.0,7000.0,6000.0,157
11121,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bhindi(Ladies Finger),Other,FAQ,05/04/2024,4000.0,6000.0,5000.0,85
11122,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Spinach,Spinach,FAQ,05/04/2024,3500.0,4500.0,4000.0,342
11123,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Coconut,Coconut,FAQ,05/04/2024,1500.0,2000.0,1800.0,138
11124,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Sweet Potato,Other,FAQ,05/04/2024,6000.0,8000.0,7000.0,152
11125,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Bitter gourd,Other,FAQ,05/04/2024,8000.0,10000.0,9000.0,81
11126,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Green Chilli,Other,FAQ,05/04/2024,15000.0,20000.0,18000.0,87
11127,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Papaya,Other,Medium,05/04/2024,4000.0,6000.0,5000.0,72
11128,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Water Melon,Other,Medium,05/04/2024,5000.0,7000.0,6000.0,73
11129,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Coriander(Leaves),Coriander,FAQ,05/04/2024,10000.0,12000.0,11000.0,43
11130,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Pumpkin,Other,FAQ,05/04/2024,1000.0,3000.0,2000.0,84
11131,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Tomato,Other,FAQ,05/04/2024,3000.0,4500.0,4000.0,78
11132,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Ashgourd,Other,FAQ,05/04/2024,6000.0,8000.0,7000.0,83
11133,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Banana,Banana - Ripe,Medium,05/04/2024,3000.0,5000.0,4000.0,19
11134,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cabbage,Other,FAQ,05/04/2024,4000.0,6000.0,5000.0,154
11135,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Snakeguard,Other,FAQ,05/04/2024,3000.0,5000.0,4000.0,156
11136,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Little gourd (Kundru),Other,FAQ,05/04/2024,8000.0,9000.0,8500.0,302
11137,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Cucumbar(Kheera),Other,FAQ,05/04/2024,6000.0,8000.0,7000.0,159
11138,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Drumstick,Other,FAQ,05/04/2024,18000.0,21000.0,20000.0,168
11139,Andaman and Nicobar,North and Middle Andaman ,Diglipur,Lemon,Other,FAQ,05/04/2024,1.0,2.0,1.5,310
11660,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Leafy Vegetable,Leafy Vegetables,FAQ,12/04/2024,30.0,50.0,40.0,171
11661,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Little gourd (Kundru),Little gourd (Kundru),FAQ,12/04/2024,80.0,100.0,90.0,302
11662,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Cowpea(Veg),Cowpea (Veg),FAQ,12/04/2024,40.0,60.0,50.0,89
11663,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Drumstick,Drumstick,FAQ,12/04/2024,80.0,100.0,90.0,168
11664,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Coriander(Leaves),Coriander,FAQ,12/04/2024,100.0,150.0,125.0,43
11665,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Banana - Green,Banana - Green,FAQ,12/04/2024,20.0,40.0,30.0,90
11666,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Ginger(Dry),Other,FAQ,12/04/2024,200.0,300.0,250.0,27
11667,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bhindi(Ladies Finger),Bhindi,FAQ,12/04/2024,40.0,60.0,50.0,85
11668,Andaman and Nicobar,North and Middle Andaman ,Mayabandar,Bottle gourd,Bottle Gourd,FAQ,12/04/2024,40.0,60.0,50.0,82
